Name,Unit,Expression,Value,Comment,Favorite
dp_plug_height,mm,4.76,0.476,DisplayPort full-size plug height. VESA spec.,True
rj45_plug_width,mm,11.68,1.168,RJ45 Ethernet plug width. TIA/EIA-568 standard exact.,True
rj45_plug_height,mm,13.5,1.35,RJ45 Ethernet plug height including latch. Without latch ~10.2 mm.,True
audio_35mm_plug_dia,mm,3.5,0.35000000000000003,3.5 mm audio jack plug diameter. IEC 60603-11 exact.,True
audio_35mm_barrel_length,mm,14.0,1.4000000000000001,3.5 mm audio jack barrel length (TRS/TRRS typical). Varies by manufacturer.,True
pill_13dram_dia,mm,33.0,3.3000000000000003,13 dram prescription pill bottle body diameter. Pharmaceutical industry standard. Cap dia ~2-4 mm larger.,True
pill_13dram_height,mm,54.0,5.4,13 dram pill bottle height. Pharmaceutical standard.,True
pill_20dram_dia,mm,39.0,3.9000000000000004,20 dram prescription pill bottle body diameter. Pharmaceutical standard.,True
pill_20dram_height,mm,58.0,5.800000000000001,20 dram pill bottle height. Pharmaceutical standard.,True
pill_30dram_dia,mm,46.0,4.6000000000000005,30 dram prescription pill bottle body diameter. Pharmaceutical standard.,True
pill_30dram_height,mm,69.0,6.9,30 dram pill bottle height. Pharmaceutical standard.,True
nalgene_32oz_body_dia,mm,90.0,9.0,Nalgene 32 oz wide mouth bottle body diameter. Nalgene spec.,True
nalgene_32oz_height,mm,214.0,21.400000000000002,Nalgene 32 oz wide mouth bottle height. Nalgene spec.,True
nalgene_32oz_mouth_dia,mm,63.0,6.300000000000001,Nalgene 32 oz wide mouth opening inner diameter. Nalgene spec.,True
eyedrop_15ml_dia,mm,29.0,2.9000000000000004,Standard 15 ml eye drop bottle body diameter. Nominal � varies by brand. Range 22-30 mm.,True
eyedrop_15ml_height,mm,77.0,7.7,Standard 15 ml eye drop bottle height with cap. Nominal � range 70-80 mm.,True
spray_28_400_neck_od,mm,28.0,2.8000000000000003,28/400 spray bottle neck finish outer diameter. GPI standard exact.,True
samsung_t7_width,mm,57.3,5.73,Samsung T7 portable SSD width. Samsung datasheet.,True
samsung_t7_height,mm,85.0,8.5,Samsung T7 portable SSD height. Samsung datasheet.,True
samsung_t7_depth,mm,8.0,0.8,Samsung T7 portable SSD depth. Samsung datasheet.,True
wd_passport_width,mm,75.0,7.5,WD My Passport external HDD width. WD datasheet.,True
wd_passport_height,mm,107.0,10.700000000000001,WD My Passport external HDD height. WD datasheet.,True
wd_passport_depth,mm,11.15,1.115,WD My Passport external HDD depth. WD datasheet.,True
sata_25_width,mm,69.85,6.984999999999999,2.5-inch SATA drive width. SFF-8201 standard exact.,True
sata_25_length,mm,100.45,10.045000000000002,2.5-inch SATA drive length. SFF-8201 standard exact.,True
sata_25_height_thin,mm,7.0,0.7000000000000001,2.5-inch SATA drive height (thin/SSD). SFF-8201 standard.,True
sata_25_height_std,mm,9.5,0.9500000000000001,2.5-inch SATA drive height (standard HDD). SFF-8201 standard.,True
sata_35_width,mm,101.6,10.16,3.5-inch SATA drive width. SFF-8301 standard exact.,True
sata_35_length,mm,146.99,14.699000000000002,3.5-inch SATA drive length. SFF-8301 standard exact.,True
sata_35_height,mm,25.4,2.54,3.5-inch SATA drive height. SFF-8301 standard. Some newer drives 17.8 mm.,True
cfexpress_b_width,mm,29.6,2.9600000000000004,CFexpress Type B card width. CompactFlash Association spec exact.,True
cfexpress_b_height,mm,38.36,3.8360000000000003,CFexpress Type B card height. CFA spec exact.,True
cfexpress_b_thick,mm,3.8,0.38,CFexpress Type B card thickness. CFA spec exact.,True
glasses_case_width,mm,70.0,7.0,Sunglasses hard shell case width typical. Nominal � range 65-75 mm. Verify for specific case.,True
glasses_case_height,mm,42.0,4.2,Sunglasses hard case height typical. Nominal � range 38-45 mm.,True
glasses_case_length,mm,165.0,16.5,Sunglasses hard case length typical. Nominal � range 155-170 mm.,True
glasses_folded_width,mm,140.0,14.0,Folded eyeglasses width envelope typical. Nominal � range 130-155 mm.,True
glasses_folded_height,mm,48.0,4.800000000000001,Folded eyeglasses height envelope typical. Nominal � range 40-55 mm.,True
glasses_folded_depth,mm,48.0,4.800000000000001,Folded eyeglasses depth envelope typical. Nominal � range 35-55 mm.,True
drink_max_body_dia,mm,yeti30oz_lip_dia,10.200000000000001,Largest drinkware diameter � Yeti 30 oz at 102 mm.,True
drink_max_height,mm,stanley40oz_height,26.0,Tallest drinkware � Stanley Quencher 40 oz at 260 mm.,True
bic_pen_hole_dia,mm,10.4,1.04,BIC Cristal hex pen across-corners diameter (9 mm / cos 30). Use for round holder holes.,True
